t;T_B;V_A;V_B
1700;20.0519;0;1.02759
1701;20.0514;0;1.02746
1702;20.0509;0;1.02732
1703;20.0504;0;1.02718
1704;20.0499;0;1.02705
1705;20.0494;0;1.02691
1706;20.049;0;1.02678
1707;20.0485;0;1.02665
1708;20.048;0;1.02652
1709;20.0475;0;1.02638
1710;20.0471;0;1.02625
1711;20.0466;0;1.02612
1712;20.0462;0;1.02599
1713;20.0457;0;1.02586
1714;20.0453;0;1.02574
1715;20.0448;0;1.02561
1716;20.0444;0;1.02548
1717;20.044;0;1.02535
1718;20.0435;0;1.02523
1719;20.0431;0;1.0251
1720;20.0427;0;1.02498
1721;20.0423;0;1.02485
1722;20.0419;0;1.02473
1723;20.0414;0;1.02461
1724;20.041;0;1.02448
1725;20.0406;0;1.02436
1726;20.0402;0;1.02424
1727;20.0399;0;1.02412
1728;20.0395;0;1.024
1729;20.0391;0;1.02388
1730;20.0387;0;1.02376
1731;20.0383;0;1.02365
1732;20.0379;0;1.02353
1733;20.0376;0;1.02341
1734;20.0372;0;1.02329
1735;20.0368;0;1.02318
1736;20.0365;0;1.02306
1737;20.0361;0;1.02295
1738;20.0358;0;1.02283
1739;20.0354;0;1.02272
1740;20.0351;0;1.02261
1741;20.0347;0;1.0225
1742;20.0344;0;1.02238
1743;20.0341;0;1.02227
1744;20.0337;0;1.02216
1745;20.0334;0;1.02205
1746;20.0331;0;1.02194
1747;20.0327;0;1.02183
1748;20.0324;0;1.02172
1749;20.0321;0;1.02162
1750;20.0318;0;1.02151
1751;20.0315;0;1.0214
1752;20.0312;0;1.0213
1753;20.0309;0;1.02119
1754;20.0306;0;1.02108
1755;20.0303;0;1.02098
1756;20.03;0;1.02088
1757;20.0297;0;1.02077
1758;20.0294;0;1.02067
1759;20.0291;0;1.02057
1760;20.0288;0;1.02046
1761;20.0285;0;1.02036
1762;20.0282;0;1.02026
1763;20.028;0;1.02016
1764;20.0277;0;1.02006
1765;20.0274;0;1.01996
1766;20.0272;0;1.01986
1767;20.0269;0;1.01976
1768;20.0266;0;1.01966
1769;20.0264;0;1.01956
1770;20.0261;0;1.01947
1771;20.0259;0;1.01937
1772;20.0256;0;1.01927
1773;20.0253;0;1.01918
1774;20.0251;0;1.01908
1775;20.0249;0;1.01899
1776;20.0246;0;1.01889
1777;20.0244;0;1.0188
1778;20.0241;0;1.01871
1779;20.0239;0;1.01861
1780;20.0237;0;1.01852
1781;20.0234;0;1.01843
1782;20.0232;0;1.01834
1783;20.023;0;1.01825
1784;20.0227;0;1.01815
1785;20.0225;0;1.01806
1786;20.0223;0;1.01797
1787;20.0221;0;1.01788
1788;20.0219;0;1.0178
1789;20.0216;0;1.01771
1790;20.0214;0;1.01762
1791;20.0212;0;1.01753
1792;20.021;0;1.01744
1793;20.0208;0;1.01736
1794;20.0206;0;1.01727
1795;20.0204;0;1.01718
1796;20.0202;0;1.0171
1797;20.02;0;1.01701
1798;20.0198;0;1.01693
1799;20.0196;0;1.01685
1800;20.0194;0;1.01676
1801;20.0192;0;1.01668
1802;20.019;0;1.01659
1803;20.0188;0;1.01651
1804;20.0187;0;1.01643
1805;20.0185;0;1.01635
1806;20.0183;0;1.01627
1807;20.0181;0;1.01619
1808;20.0179;0;1.01611
1809;20.0178;0;1.01602
1810;20.0176;0;1.01595
1811;20.0174;0;1.01587
1812;20.0172;0;1.01579
1813;20.0171;0;1.01571
1814;20.0169;0;1.01563
1815;20.0167;0;1.01555
1816;20.0166;0;1.01547
1817;20.0164;0;1.0154
1818;20.0162;0;1.01532
1819;20.0161;0;1.01524
1820;20.0159;0;1.01517
1821;20.0158;0;1.01509
1822;20.0156;0;1.01502
1823;20.0155;0;1.01494
1824;20.0153;0;1.01487
1825;20.0152;0;1.01479
1826;20.015;0;1.01472
1827;20.0149;0;1.01465
1828;20.0147;0;1.01457
1829;20.0146;0;1.0145
1830;20.0144;0;1.01443
1831;20.0143;0;1.01436
1832;20.0141;0;1.01429
1833;20.014;0;1.01422
1834;20.0139;0;1.01414
1835;20.0137;0;1.01407
1836;20.0136;0;1.014
1837;20.0135;0;1.01393
1838;20.0133;0;1.01386
1839;20.0132;0;1.0138
1840;20.0131;0;1.01373
1841;20.0129;0;1.01366
1842;20.0128;0;1.01359
1843;20.0127;0;1.01352
1844;20.0126;0;1.01346
1845;20.0124;0;1.01339
1846;20.0123;0;1.01332
1847;20.0122;0;1.01326
1848;20.0121;0;1.01319
1849;20.012;0;1.01312
1850;20.0118;0;1.01306
1851;20.0117;0;1.01299
1852;20.0116;0;1.01293
1853;20.0115;0;1.01286
1854;20.0114;0;1.0128
1855;20.0113;0;1.01274
1856;20.0111;0;1.01267
1857;20.011;0;1.01261
1858;20.0109;0;1.01255
1859;20.0108;0;1.01248
1860;20.0107;0;1.01242
1861;20.0106;0;1.01236
1862;20.0105;0;1.0123
1863;20.0104;0;1.01224
1864;20.0103;0;1.01218
1865;20.0102;0;1.01212
1866;20.0101;0;1.01205
1867;20.01;0;1.01199
1868;20.0099;0;1.01194
1869;20.0098;0;1.01188
1870;20.0097;0;1.01182
1871;20.0096;0;1.01176
1872;20.0095;0;1.0117
1873;20.0094;0;1.01164
1874;20.0093;0;1.01158
1875;20.0092;0;1.01152
1876;20.0091;0;1.01147
1877;20.0091;0;1.01141
1878;20.009;0;1.01135
1879;20.0089;0;1.0113
1880;20.0088;0;1.01124
1881;20.0087;0;1.01118
1882;20.0086;0;1.01113
1883;20.0085;0;1.01107
1884;20.0084;0;1.01102
1885;20.0084;0;1.01096
1886;20.0083;0;1.01091
1887;20.0082;0;1.01085
1888;20.0081;0;1.0108
1889;20.008;0;1.01075
1890;20.008;0;1.01069
1891;20.0079;0;1.01064
1892;20.0078;0;1.01059
1893;20.0077;0;1.01053
1894;20.0076;0;1.01048
1895;20.0076;0;1.01043
1896;20.0075;0;1.01038
1897;20.0074;0;1.01032
1898;20.0073;0;1.01027
1899;20.0073;0;1.01022
1900;20.0072;0;1.01017
1901;20.0071;0;1.01012
1902;20.0071;0;1.01007
1903;20.007;0;1.01002
1904;20.0069;0;1.00997
1905;20.0069;0;1.00992
1906;20.0068;0;1.00987
1907;20.0067;0;1.00982
1908;20.0066;0;1.00977
1909;20.0066;0;1.00972
1910;20.0065;0;1.00968
1911;20.0065;0;1.00963
1912;20.0064;0;1.00958
1913;20.0063;0;1.00953
1914;20.0063;0;1.00948
1915;20.0062;0;1.00944
1916;20.0061;0;1.00939
1917;20.0061;0;1.00934
1918;20.006;0;1.0093
1919;20.006;0;1.00925
1920;20.0059;0;1.0092
1921;20.0058;0;1.00916
1922;20.0058;0;1.00911
1923;20.0057;0;1.00907
1924;20.0057;0;1.00902
1925;20.0056;0;1.00898
1926;20.0056;0;1.00893
1927;20.0055;0;1.00889
1928;20.0054;0;1.00884
1929;20.0054;0;1.0088
1930;20.0053;0;1.00875
1931;20.0053;0;1.00871
1932;20.0052;0;1.00867
1933;20.0052;0;1.00862
1934;20.0051;0;1.00858
1935;20.0051;0;1.00854
1936;20.005;0;1.0085
1937;20.005;0;1.00845
1938;20.0049;0;1.00841
1939;20.0049;0;1.00837
1940;20.0048;0;1.00833
1941;20.0048;0;1.00829
1942;20.0047;0;1.00824
1943;20.0047;0;1.0082
1944;20.0046;0;1.00816
1945;20.0046;0;1.00812
1946;20.0046;0;1.00808
1947;20.0045;0;1.00804
1948;20.0045;0;1.008
1949;20.0044;0;1.00796
1950;20.0044;0;1.00792
1951;20.0043;0;1.00788
1952;20.0043;0;1.00784
1953;20.0042;0;1.0078
1954;20.0042;0;1.00776
1955;20.0042;0;1.00773
1956;20.0041;0;1.00769
1957;20.0041;0;1.00765
1958;20.004;0;1.00761
1959;20.004;0;1.00757
1960;20.004;0;1.00753
1961;20.0039;0;1.0075
1962;20.0039;0;1.00746
1963;20.0038;0;1.00742
1964;20.0038;0;1.00739
1965;20.0038;0;1.00735
1966;20.0037;0;1.00731
1967;20.0037;0;1.00728
1968;20.0037;0;1.00724
1969;20.0036;0;1.0072
1970;20.0036;0;1.00717
1971;20.0035;0;1.00713
1972;20.0035;0;1.0071
1973;20.0035;0;1.00706
1974;20.0034;0;1.00703
1975;20.0034;0;1.00699
1976;20.0034;0;1.00696
1977;20.0033;0;1.00692
1978;20.0033;0;1.00689
1979;20.0033;0;1.00685
1980;20.0032;0;1.00682
1981;20.0032;0;1.00678
1982;20.0032;0;1.00675
1983;20.0031;0;1.00672
1984;20.0031;0;1.00668
1985;20.0031;0;1.00665
1986;20.0031;0;1.00662
1987;20.003;0;1.00658
1988;20.003;0;1.00655
1989;20.003;0;1.00652
1990;20.0029;0;1.00648
1991;20.0029;0;1.00645
1992;20.0029;0;1.00642
1993;20.0028;0;1.00639
1994;20.0028;0;1.00636
1995;20.0028;0;1.00632
1996;20.0028;0;1.00629
1997;20.0027;0;1.00626
1998;20.0027;0;1.00623
1999;20.0027;0;1.0062
2000;20.0027;0;1.00617
